AÃ±o,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto,NIT Proveedor,Actividad Economica Proveedor,ID Entidad
2018,26641,Ejecutiva,Interior,INSTITUTO DISTRITAL DE LA PARTICIPACION Y ACCION COMUNAL,Juan Carlos Cardenas Rodriguez,03/16/2018 12:00:00 AM,UniÃ³n Temporal CharlestonPapi,Emitida,45797,Ver Conjunto detalle,242760.00,Dotaciones de Vestuario II,Bogota,No obligada,No Definido,901031856,1410,52
2018,26642,Ejecutiva,Interior,INSTITUTO DISTRITAL DE LA PARTICIPACION Y ACCION COMUNAL,Juan Carlos Cardenas Rodriguez,03/16/2018 12:00:00 AM,Dgerard Mg SAS,Emitida,45781,Ver Conjunto detalle,551365.00,Dotaciones de Vestuario II,Bogota,No obligada,No Definido,,,52
2018,26643,Ejecutiva,EducaciÃ³n Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,03/16/2018 12:00:00 AM,Colombina SA,Cerrada,45847,Ver Conjunto detalle,145743170.00,Suministro de alimentos PAE,Bogota,No obligada,No Definido,890301884,1082,135
2018,26644,Organismos autÃ³nomo o independientes,,UAE  CUERPO OFICIAL DE BOMBEROS DE BOGOTA,Pedro AndrÃ©s Manosalva RincÃ³n,03/16/2018 12:00:00 AM,Eforcers SA,Emitida,45854,Ver Conjunto detalle,272002810.00,Google II,BogotÃ¡ D.C.,No obligada,No Definido,,,173
2018,26645,Ejecutiva,Minas y EnergÃ­a,AGENCIA NACIONAL DE MINERÃA  ANM,Bibiana Marcela Gutierrez Castro,03/16/2018 12:00:00 AM,UniÃ³n Temporal VISS1022016,Cerrada,45811,Ver Conjunto detalle,117256775.00,PapelerÃ­a y Ãºtiles de oficina II,Bogota,Obligada,No Definido,9010104029,4649,272
2018,26646,Ejecutiva,,MUNICIPIO DE MEDELLIN,Mauricio Ortegon Cervera,03/16/2018 12:00:00 AM,Servicio AÃ©reo a Territorios Nacionales SA,Cerrada,45279,Ver Conjunto detalle,292900000.00,Tiquetes AÃ©reos,MedellÃ­n,No obligada,No Definido,8999991434,5111,189
"2018,26647,Organismos autÃ³nomo o independientes,""Vivienda, Ciudad y Territorio"",EMPRESA DE RENOVACIÃ“N Y DESARROLLO URBANO DE BOGOTA SA,Dalia RocÃ­o ArbelÃ¡ez Giraldo,03/16/2018 12:00:00 AM,SumimasSAS,Cerrada,45593,Ver Conjunto detalle,6499868.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,BogotÃ¡,No obligada,No Definido,,,1054"
2018,26648,Ejecutiva,Defensa Nacional,MEVIL,Carlos Andres Prado Velasquez,03/16/2018 12:00:00 AM,La Previsora SA,Cerrada,45858,Ver Conjunto detalle,512976216.00,SOAT II,VILLAVICENCIO,Obligada,No Definido,860002400,6511,354
2018,26649,Ejecutiva,Defensa Nacional,CENTRAL ADMINISTRATIVA Y CONTABLE  CENAC TELEMATICA,Diego Andres Valderrama Fernandez,03/16/2018 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,42660,Ver Conjunto detalle,769335.00,Grandes Superficies,Facultativa,Obligada,No Definido,830037946,4761,446
2015,2665,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA DANE,Claudia Victoria RodrÃ­guez Sandoval,05/15/2015 12:00:00 AM,Consorcio Jeroam,Cerrada,5572,Ver Conjunto detalle,64719387.00,PapelerÃ­a y Ãºtiles de oficina,BogotÃ¡ D.C.,Obligada,No Definido,900773486,0,92
2018,26650,Ejecutiva,Defensa Nacional,CENTRAL ADMINISTRATIVA Y CONTABLE  CENAC TELEMATICA,Diego Andres Valderrama Fernandez,03/16/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,43952,Ver Conjunto detalle,27505800.00,Grandes Superficies,Facultativa,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,446
2018,26651,Ejecutiva,Defensa Nacional,CENTRAL ADMINISTRATIVA Y CONTABLE  CENAC TELEMATICA,Diego Andres Valderrama Fernandez,03/16/2018 12:00:00 AM,CENCOSUD COLOMBIA SA,Emitida,45859,Ver Conjunto detalle,1174834.00,Grandes Superficies,Facultativa,Obligada,No Definido,900155107,4711,446
2018,26652,Ejecutiva,Defensa Nacional,BATALLON DE INFANTERIA MECANIZADO CORDOVA,Nelson Humberto Lopez Barbosa,03/16/2018 12:00:00 AM,Distracom SA,Emitida,45520,Ver Conjunto detalle,20000000.00,Combustible Nacional,SANTA MARTA,Obligada,No Definido,811009788,4731,612
2018,26653,Ejecutiva,FunciÃ³n PÃºblica,GOBERNACION DE BOYACA,Elina Ulloa Saenz,03/16/2018 12:00:00 AM,SOS Soluciones de Oficina  Suministros SAS,Emitida,45873,Ver Conjunto detalle,4137177.00,Consumibles de ImpresiÃ³n,TUNJA,No obligada,No Definido,830087030,4690,301
2018,26654,Ejecutiva,FunciÃ³n PÃºblica,GOBERNACION DE BOYACA,Elina Ulloa Saenz,03/16/2018 12:00:00 AM,UniÃ³n Temporal VISS1022016,Emitida,45880,Ver Conjunto detalle,396228270.00,PapelerÃ­a y Ãºtiles de oficina II,TUNJA,No obligada,No Definido,9010104029,4649,301
2018,26655,Ejecutiva,Transporte,CORPORACION AUTONOMA REGIONAL DEL RIO GRANDE DE LA MAGDALENA,Alfredo Esteban Varela de la Rosa,03/16/2018 12:00:00 AM,La Previsora SA,Emitida,44541,Ver Conjunto detalle,3967846.00,SOAT II,Barrancabermeja,No obligada,No Definido,860002400,6511,162
2018,26656,Ejecutiva,Defensa Nacional,COMANDO ARMADA NACIONAL,Jaime Rafael Duran Pabon,03/16/2018 12:00:00 AM,Controles Empresariales SAS,Cerrada,45852,Ver Conjunto detalle,308532158.00,Microsoft II,BOGOTA,Obligada,No Definido,800058607,4651,109
2018,26657,Ejecutiva,Defensa Nacional,COMANDO ARMADA NACIONAL,Rosalba Gallo Garcia,03/16/2018 12:00:00 AM,Manufacturas Cadugi SAS,Cerrada,45547,Ver Conjunto detalle,291229233.00,Material de Intendencia,BOGOTA,Obligada,No Definido,830132992,1410,109
2018,26658,Ejecutiva,Defensa Nacional,DIRECCION ADMINISTRATIVA DE INTELIGENCIA NAVAL,Jorge Albeiro Contreras Rojas,03/16/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Cerrada,45562,Ver Conjunto detalle,22133600.00,Grandes Superficies,BOGOTA D.C.,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,723
2018,26659,Ejecutiva,Defensa Nacional,DIRECCION ADMINISTRATIVA DE INTELIGENCIA NAVAL,Jorge Albeiro Contreras Rojas,03/16/2018 12:00:00 AM,SOFASA SA,Cerrada,45870,Ver Conjunto detalle,63564500.00,VehÃ­culos II,BOGOTA D.C.,Obligada,No Definido,860025792,2910,723
2015,2666,Ejecutiva,Defensa Nacional,RISARALDA  POLICIA METROPOLITANA DE PEREIRA,Asdrubal de Jesus Molina Rua,05/15/2015 12:00:00 AM,DotaciÃ³n Integral SAS,Cerrada,6820,Ver Conjunto detalle,989096.00,Dotaciones de Vestuario,PEREIRA,Obligada,No Definido,,,466
2018,26660,Ejecutiva,Defensa Nacional,DIRECCION ADMINISTRATIVA DE INTELIGENCIA NAVAL,Jorge Albeiro Contreras Rojas,03/16/2018 12:00:00 AM,DISTRIBUIDORA NISSAN SA,Cancelada,45882,Ver Conjunto detalle,432989920.00,VehÃ­culos II,BOGOTA D.C.,Obligada,No Definido,860001307,2511,723
2018,26661,Ejecutiva,,SECRETARÃA DISTRITAL DE SEGURIDAD CONVIVENCIA Y JUSTICIA,Gian Carlo Suescun Sanabria,03/16/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,44384,Ver Conjunto detalle,15383518.00,Grandes Superficies,BogotÃ¡. D.C.,No obligada,No Definido,890900943,COMERCIO AL POR MAYO,1032
2018,26662,Ejecutiva,Defensa Nacional,DIRECCION ADMINISTRATIVA DE INTELIGENCIA NAVAL,Jorge Albeiro Contreras Rojas,03/16/2018 12:00:00 AM,DISTRIBUIDORA NISSAN SA,Cerrada,45889,Ver Conjunto detalle,232962522.00,VehÃ­culos II,BOGOTA D.C.,Obligada,No Definido,860001307,2511,723
2018,26663,Organismos autÃ³nomo o independientes,Defensa Nacional,SATENA,Diana Cristina Useche Rodriguez,03/16/2018 12:00:00 AM,La Previsora SA,Emitida,45853,Ver Conjunto detalle,1358254.00,SOAT II,BogotÃ¡ D.C.,No obligada,No Definido,860002400,6511,304
2018,26664,Ejecutiva,Comercio Industria y Turismo,SUPERINTENDENCIA DE SOCIEDADES,Juan Esteban Rojas Barrios,03/16/2018 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,30922,Ver Conjunto detalle,24000000.00,Combustible BogotÃ¡ II,BogotÃ¡ D.C.,Obligada,No Definido,830095213,4661,123
2018,26665,Ejecutiva,Defensa Nacional,CLUB MILITAR DE OFICIALES,Cesar Andres Aleman Martinez,03/16/2018 12:00:00 AM,Servicios Postales Nacionales SA,Emitida,45726,Ver Conjunto detalle,4822146.00,Servicio de DistribuciÃ³n,BOGOTA,Obligada,No Definido,9000629179,5310,309
2018,26666,Judicial,FunciÃ³n PÃºblica,RAMA JUDICIAL DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL ARMENIA QUINDIO,Margarita Maria Cano Correa,03/16/2018 12:00:00 AM,Distracom SA,Emitida,40603,Ver Conjunto detalle,7639313.00,Combustible Nacional,ARMENIA,Obligada,No Definido,811009788,4731,1200
2018,26667,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Rosa Yaneth Fuentes Morera,03/16/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,45872,Ver Conjunto detalle,38741700.00,Grandes Superficies,MELGAR,Obligada,No Definido,900059238,Comercio al por mayo,148
2018,26668,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Rosa Yaneth Fuentes Morera,03/16/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,45875,Ver Conjunto detalle,2967400.00,Grandes Superficies,MELGAR,Obligada,No Definido,900059238,Comercio al por mayo,148
2018,26669,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Rosa Yaneth Fuentes Morera,03/16/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,45881,Ver Conjunto detalle,75979500.00,Grandes Superficies,MELGAR,Obligada,No Definido,900059238,Comercio al por mayo,148
2015,2667,Ejecutiva,Defensa Nacional,RISARALDA  POLICIA METROPOLITANA DE PEREIRA,Asdrubal de Jesus Molina Rua,05/15/2015 12:00:00 AM,DotaciÃ³n Integral SAS,Cerrada,6800,Ver Conjunto detalle,207999.00,Dotaciones de Vestuario,PEREIRA,Obligada,No Definido,,,466
2018,26670,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Rosa Yaneth Fuentes Morera,03/16/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,45883,Ver Conjunto detalle,26644800.00,Grandes Superficies,MELGAR,Obligada,No Definido,900059238,Comercio al por mayo,148
2018,26671,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Rosa Yaneth Fuentes Morera,03/16/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,45891,Ver Conjunto detalle,31242900.00,Grandes Superficies,MELGAR,Obligada,No Definido,900059238,Comercio al por mayo,148
2018,26672,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Rosa Yaneth Fuentes Morera,03/16/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,45740,Ver Conjunto detalle,76167000.00,Grandes Superficies,MELGAR,Obligada,No Definido,900059238,Comercio al por mayo,148
2018,26673,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Rosa Yaneth Fuentes Morera,03/16/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,45866,Ver Conjunto detalle,50778000.00,Grandes Superficies,MELGAR,Obligada,No Definido,900059238,Comercio al por mayo,148
2018,26674,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Rosa Yaneth Fuentes Morera,03/16/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,45868,Ver Conjunto detalle,76167000.00,Grandes Superficies,MELGAR,Obligada,No Definido,900059238,Comercio al por mayo,148
2018,26675,Ejecutiva,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Rosa Yaneth Fuentes Morera,03/16/2018 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Emitida,45871,Ver Conjunto detalle,42393600.00,Grandes Superficies,MELGAR,Obligada,No Definido,900059238,Comercio al por mayo,148
2018,26676,Ejecutiva,Defensa Nacional,FONDO ROTATORIO DE LA POLICIA,Adriana Rey Salazar,03/16/2018 12:00:00 AM,Confecciones PÃ¡ez SA,Cerrada,45876,Ver Conjunto detalle,109192735.00,Dotaciones de Vestuario II,BOGOTÃ,Obligada,No Definido,817000830,1410,154
2018,26677,Ejecutiva,Defensa Nacional,FONDO ROTATORIO DE LA POLICIA,Adriana Rey Salazar,03/16/2018 12:00:00 AM,UniÃ³n Temporal CharlestonPapi,Cerrada,45884,Ver Conjunto detalle,19049520.00,Dotaciones de Vestuario II,BOGOTÃ,Obligada,No Definido,901031856,1410,154
2018,26678,Ejecutiva,Defensa Nacional,FONDO ROTATORIO DE LA POLICIA,Adriana Rey Salazar,03/16/2018 12:00:00 AM,UniÃ³n Temporal CharlestonPapi,Cerrada,45885,Ver Conjunto detalle,10510080.00,Dotaciones de Vestuario II,BOGOTÃ,Obligada,No Definido,901031856,1410,154
2018,26679,Ejecutiva,Defensa Nacional,FONDO ROTATORIO DE LA POLICIA,Adriana Rey Salazar,03/16/2018 12:00:00 AM,UniÃ³n Temporal CharlestonPapi,Cerrada,45886,Ver Conjunto detalle,19706400.00,Dotaciones de Vestuario II,BOGOTÃ,Obligada,No Definido,901031856,1410,154
2015,2668,Ejecutiva,Defensa Nacional,RISARALDA  POLICIA METROPOLITANA DE PEREIRA,Asdrubal de Jesus Molina Rua,05/15/2015 12:00:00 AM,Comercializadora Arturo Calle SAS,Cerrada,6807,Ver Conjunto detalle,247110.00,Dotaciones de Vestuario,PEREIRA,Obligada,No Definido,900342297,4771,466
2018,26680,Organismos autÃ³nomo o independientes,,INSTITUTO PARA EL DESARROLLO DE ANTIOQUIA,Juan Carlos Ledezma Maturana,03/16/2018 12:00:00 AM,UniÃ³n Temporal Toyonorte Ltda  Distribuidora Toyota SAS,Cerrada,45894,Ver Conjunto detalle,223167908.00,VehÃ­culos II,MEDELLIN,No obligada,No Definido,900921304,4511,614
2018,26681,Legislativa,Justicia y del Derecho,DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL IBAGUE,MartÃ­n Alfonso Trujillo GonzÃ¡lez,03/16/2018 12:00:00 AM,Ofixpres SAS,Emitida,45685,Ver Conjunto detalle,166154917.00,PapelerÃ­a y Ãºtiles de oficina II,IbaguÃ©,No obligada,No Definido,900156826,4690 - COMERCIO AL P,650
2018,26682,Judicial,Justicia y del Derecho,DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL DE SINCELEJO  SUCRE,Julio Mario Duque Gomez,03/16/2018 12:00:00 AM,Uniples SA,Emitida,45845,Ver Conjunto detalle,36824550.00,Consumibles de ImpresiÃ³n,SINCELEJO,Obligada,No Definido,8110213630,4690,1117
2018,26683,Judicial,Justicia y del Derecho,DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL DE SINCELEJO  SUCRE,Julio Mario Duque Gomez,03/16/2018 12:00:00 AM,Uniples SA,Emitida,45849,Ver Conjunto detalle,56658280.00,Consumibles de ImpresiÃ³n,SINCELEJO,Obligada,No Definido,8110213630,4690,1117
2018,26684,Judicial,Justicia y del Derecho,DIRECCION SECCIONAL DE ADMINISTRACION JUDICIAL DE SINCELEJO  SUCRE,Julio Mario Duque Gomez,03/16/2018 12:00:00 AM,Uniples SA,Emitida,45844,Ver Conjunto detalle,9344475.00,Consumibles de ImpresiÃ³n,SINCELEJO,Obligada,No Definido,8110213630,4690,1117
2018,26685,Ejecutiva,,DEPARTAMENTO DEL MAGDALENA,Rosa Cotes de ZuÃ±iga,03/16/2018 12:00:00 AM,UniÃ³n Temporal Toyonorte Ltda  Distribuidora Toyota SAS,Emitida,45900,Ver Conjunto detalle,220369220.00,VehÃ­culos II,Santa Marta,No obligada,No Definido,900921304,4511,240
2018,26686,Ejecutiva,FunciÃ³n PÃºblica,GOBERNACION DE BOLIVAR,Merys Castro Pereira,03/16/2018 12:00:00 AM,Uniples SA,Cerrada,45862,Ver Conjunto detalle,375834130.00,Consumibles de ImpresiÃ³n,CARATGENA,No obligada,No Definido,8110213630,4690,715
2018,26687,Ejecutiva,FunciÃ³n PÃºblica,GOBERNACION DE BOLIVAR,Merys Castro Pereira,03/16/2018 12:00:00 AM,Uniples SA,Cerrada,45864,Ver Conjunto detalle,5125330.00,Consumibles de ImpresiÃ³n,CARATGENA,No obligada,No Definido,8110213630,4690,715
2018,26688,Ejecutiva,FunciÃ³n PÃºblica,GOBERNACION DE BOLIVAR,Merys Castro Pereira,03/16/2018 12:00:00 AM,Uniples SA,Cerrada,45865,Ver Conjunto detalle,16124500.00,Consumibles de ImpresiÃ³n,CARATGENA,No obligada,No Definido,8110213630,4690,715
2018,26689,Ejecutiva,FunciÃ³n PÃºblica,GOBERNACION DE BOLIVAR,Merys Castro Pereira,03/16/2018 12:00:00 AM,UniÃ³n Temporal VISS1022016,Cerrada,45867,Ver Conjunto detalle,55221820.00,PapelerÃ­a y Ãºtiles de oficina II,CARATGENA,No obligada,No Definido,9010104029,4649,715
2015,2669,Ejecutiva,Defensa Nacional,RISARALDA  POLICIA METROPOLITANA DE PEREIRA,Asdrubal de Jesus Molina Rua,05/15/2015 12:00:00 AM,Quest SAS,Cerrada,6790,Ver Conjunto detalle,2349000.00,Dotaciones de Vestuario,PEREIRA,Obligada,No Definido,,,466
2018,26690,Organismos autÃ³nomo o independientes,Defensa Nacional,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES REG AMAZONIA,Johana Farley Mayorca Vargas,03/16/2018 12:00:00 AM,Servicios Postales Nacionales SA,Cerrada,45906,Ver Conjunto detalle,917443.00,Servicio de DistribuciÃ³n,Florencia,Obligada,No Definido,9000629179,5310,1201
2018,26691,Ejecutiva,Defensa Nacional,DISPENSARIO MEDICO DE BUCARAMANGA,Gustavo Andres Chica Bravo,03/16/2018 12:00:00 AM,UniÃ³n Temporal VISS1022016,Emitida,45908,Ver Conjunto detalle,81066432.00,PapelerÃ­a y Ãºtiles de oficina II,BUCARAMANGA,Obligada,No Definido,9010104029,4649,1386
2018,26692,Ejecutiva,FunciÃ³n PÃºblica,GOBERNACION DE BOLIVAR,Merys Castro Pereira,03/16/2018 12:00:00 AM,UniÃ³n Temporal VISS1022016,Cerrada,45911,Ver Conjunto detalle,60702704.00,PapelerÃ­a y Ãºtiles de oficina II,CARATGENA,No obligada,No Definido,9010104029,4649,715
2018,26693,Ejecutiva,PlaneaciÃ³n,DEPARTAMENTO NACIONAL DE PLANEACION,Maria Del Rosario Nieto Bonilla,03/17/2018 12:00:00 AM,UniÃ³n Temporal CharlestonPapi,Emitida,45700,Ver Conjunto detalle,10952760.00,Dotaciones de Vestuario II,Bogota D.C.,Obligada,No Definido,901031856,1410,47
2018,26694,Ejecutiva,PlaneaciÃ³n,DEPARTAMENTO NACIONAL DE PLANEACION,Maria Del Rosario Nieto Bonilla,03/17/2018 12:00:00 AM,UniÃ³n Temporal CharlestonPapi,Emitida,45713,Ver Conjunto detalle,10174500.00,Dotaciones de Vestuario II,Bogota D.C.,Obligada,No Definido,901031856,1410,47
2018,26696,Organismos autÃ³nomo o independientes,InclusiÃ³n social y reconciliaciÃ³n,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR REGIONAL QUINDIO,Maryhit Fernanda Ceballos Telles,03/19/2018 12:00:00 AM,Yubarta  SAS,Emitida,45833,Ver Conjunto detalle,567681.00,Dotaciones de Vestuario II,Armenia,Obligada,No Definido,,,1307
2018,26697,Ejecutiva,,SECRETARÃA DISTRITAL DE SEGURIDAD CONVIVENCIA Y JUSTICIA,JuliÃ¡n Fabrizzio HuÃ©rfano Ardila,03/19/2018 12:00:00 AM,SOFASA SA,Emitida,45785,Ver Conjunto detalle,2017359870.00,VehÃ­culos II,BogotÃ¡ D.C.,No obligada,No Definido,860025792,2910,1032
2018,26698,Ejecutiva,,SECRETARÃA DISTRITAL DE SEGURIDAD CONVIVENCIA Y JUSTICIA,JuliÃ¡n Fabrizzio HuÃ©rfano Ardila,03/19/2018 12:00:00 AM,DISTRIBUIDORA NISSAN SA,Emitida,45917,Ver Conjunto detalle,115376550.00,VehÃ­culos II,BogotÃ¡ D.C.,No obligada,No Definido,860001307,2511,1032
2018,26699,Ejecutiva,,SECRETARÃA DISTRITAL DE SEGURIDAD CONVIVENCIA Y JUSTICIA,JuliÃ¡n Fabrizzio HuÃ©rfano Ardila,03/19/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,45918,Ver Conjunto detalle,209388227.00,VehÃ­culos II,BogotÃ¡ D.C.,No obligada,No Definido,890900943,COMERCIO AL POR MAYO,1032
2014,267,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,FONDO ROTATORIO DEL DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA,Claudia RodrÃ­guez Sandoval,06/10/2014 12:00:00 AM,OrganizaciÃ³n Terpel SA,Emitida,1055,Ver Conjunto detalle,19000000.00,Combustible BogotÃ¡,BogotÃ¡ D.C.,Obligada,No Definido,830095213,4661,98
2015,2670,Organismos autÃ³nomo o independientes,,AUTORIDAD NACIONAL DE TELEVISION,Juan Carlos RamÃ­rez Arenas,05/15/2015 12:00:00 AM,CONALCREDITOS  CONALCENTER BPO,Emitida,6821,Ver Conjunto detalle,98492945.00,Centro de contacto,BogotÃ¡,No obligada,No Definido,800219668,8220,24
2018,26700,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,DANE  Centro Oriental,Erika Calixto Hernandez,03/20/2018 12:00:00 AM,Controles Empresariales SAS,Cerrada,45904,Ver Conjunto detalle,840762.00,Microsoft II,BUCARAMANGA,Obligada,No Definido,800058607,4651,424
2018,26701,Ejecutiva,Trabajo,SENA  Regional Magdalena,Yulys Edelsy Vesga Acosta,03/20/2018 12:00:00 AM,Uniples SA,Emitida,45837,Ver Conjunto detalle,969000.00,PapelerÃ­a y Ãºtiles de oficina II,Santa Marta,Obligada,No Definido,8110213630,4690,400
2018,26702,Ejecutiva,Trabajo,SENA  Regional Magdalena,Yulys Edelsy Vesga Acosta,03/20/2018 12:00:00 AM,Uniples SA,Emitida,45843,Ver Conjunto detalle,798490.00,Consumibles de ImpresiÃ³n,Santa Marta,Obligada,No Definido,8110213630,4690,400
2018,26703,Ejecutiva,Defensa Nacional,POLICIA METROPOLITANA DE NEIVA,Maria Cristina Ramirez Jaramillo,03/20/2018 12:00:00 AM,La Previsora SA,Cerrada,45930,Ver Conjunto detalle,399405038.00,SOAT II,NEIVA,Obligada,No Definido,860002400,6511,545
2018,26704,Ejecutiva,PlaneaciÃ³n,DEPARTAMENTO NACIONAL DE PLANEACION,Maria Del Rosario Nieto Bonilla,03/20/2018 12:00:00 AM,Inversiones Giratell Giraldo SCA,Emitida,45716,Ver Conjunto detalle,33700800.00,Dotaciones de Vestuario II,Bogota D.C.,Obligada,No Definido,860505205,4771,47
"2018,26705,Ejecutiva,""Vivienda, Ciudad y Territorio"",MINISTERIO DE VIVIENDA CIUDAD Y TERRITORIO,Jorge Augusto Sosa A,03/20/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Cerrada,44627,Ver Conjunto detalle,21354400.00,Grandes Superficies,BogotÃ¡ D.C.,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,32"
2018,26706,Ejecutiva,Defensa Nacional,FONDO ROTATORIO DE LA POLICIA,Maria Susana Ospina Restrepo,03/20/2018 12:00:00 AM,SERVICIOS DE ASEO CAFETERIA Y MANTENIMIENTO INSTITUCIONAL OUTSOURCING SEASIN LIMITADA,Cerrada,45275,Ver Conjunto detalle,21870932.00,Aseo y CafeterÃ­a II,BOGOTA,Obligada,No Definido,900229503,8121,154
2018,26707,Ejecutiva,Defensa Nacional,ENAP  ESCUELA NAVAL DE CADETES ALMIRANTE PADILL,Carolina Pulido Lopez,03/20/2018 12:00:00 AM,CLEANER SA,Cerrada,45944,Ver Conjunto detalle,863687635.00,Aseo y CafeterÃ­a II,CARTAGENA,Obligada,No Definido,800041433,8121,501
2018,26708,Ejecutiva,Trabajo,SENA  Regional Magdalena,Yulys Edelsy Vesga Acosta,03/20/2018 12:00:00 AM,Dispapeles SAS,Emitida,45841,Ver Conjunto detalle,3577956.00,Consumibles de ImpresiÃ³n,Santa Marta,Obligada,No Definido,860028580,4669,400
2018,26709,Ejecutiva,Salud y ProtecciÃ³n Social,EMPRESA SOCIAL DE ESTADO  INSTITUTO DE SALUD DE BUCARAMANGA,Carlos Andres  Prada Torres,03/20/2018 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,45720,Ver Conjunto detalle,11998800.00,Grandes Superficies,BUCARAMANGA,No obligada,No Definido,890900943,COMERCIO AL POR MAYO,1096
2015,2671,Ejecutiva,InclusiÃ³n social y reconciliaciÃ³n,UNIDAD ATENCION REPARACION INTEGRAL A VICTIMAS,Maria del Pilar Lopera Cruz,05/15/2015 12:00:00 AM,Sumimas S,Emitida,6459,Ver Conjunto detalle,997712951.00,PapelerÃ­a y Ãºtiles de oficina,BogotÃ¡ D.C,Obligada,No Definido,830001338,4690,262
2018,26710,Ejecutiva,,INSTITUTO DE DESARROLLO URBANO,Delcy Castillo Ochoa,03/20/2018 12:00:00 AM,Uniples SA,Cerrada,45907,Ver Conjunto detalle,77973112.00,Consumibles de ImpresiÃ³n,BOGOTÃ D.C.,No obligada,No Definido,8110213630,4690,147
2018,26711,Ejecutiva,Hacienda y CrÃ©dito PÃºblico,DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES,Diego Armando Chitiva Sanchez,03/20/2018 12:00:00 AM,SumimasSAS,Emitida,45954,Ver Conjunto detalle,2330751636.00,Consumibles de ImpresiÃ³n,BogotÃ¡ D.C,Obligada,No Definido,830001338,4649,17
2018,26712,Ejecutiva,Hacienda y CrÃ©dito PÃºblico,DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES,Diego Armando Chitiva Sanchez,03/20/2018 12:00:00 AM,SumimasSAS,Emitida,45957,Ver Conjunto detalle,382522592.00,Consumibles de ImpresiÃ³n,BogotÃ¡ D.C,Obligada,No Definido,830001338,4649,17
2018,26713,Organismos autÃ³nomo o independientes,Justicia y del Derecho,PERSONERIA DE BOGOTA DC,Jenny Salek Correal,03/20/2018 12:00:00 AM,ASEOS COLOMBIANOS ASEOCOLBA SA,Emitida,45947,Ver Conjunto detalle,655041046.00,Aseo y CafeterÃ­a II,BOGOTA,No obligada,No Definido,800146077,8121,467
